,level_0,index,speaker_id,sex,subset,speaker_minutes,name,filepath,length,seconds,id
26,26,135,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0017.flac,67200,4.2,135
27,27,136,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0027.flac,179040,11.19,136
28,28,137,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0039.flac,217200,13.575,137
29,29,138,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0041.flac,205760,12.86,138
30,30,139,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0028.flac,201440,12.59,139
31,31,140,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0063.flac,238640,14.915,140
32,32,141,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0086.flac,115360,7.21,141
33,33,142,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0025.flac,208560,13.035,142
34,34,143,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0018.flac,63280,3.955,143
35,35,144,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0076.flac,250160,15.635,144
36,36,145,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0083.flac,250560,15.66,145
37,37,146,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0058.flac,232000,14.5,146
38,38,147,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0081.flac,234960,14.685,147
39,39,148,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0049.flac,153040,9.565,148
40,40,149,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0002.flac,232880,14.555,149
41,41,150,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0064.flac,232320,14.52,150
42,42,151,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0003.flac,144560,9.035,151
43,43,152,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0069.flac,200160,12.51,152
44,44,153,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0047.flac,85680,5.355,153
45,45,154,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0078.flac,235040,14.69,154
46,46,155,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0024.flac,161280,10.08,155
47,47,156,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0051.flac,245600,15.35,156
48,48,157,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0044.flac,248800,15.55,157
49,49,158,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0043.flac,214880,13.43,158
50,50,159,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0016.flac,228080,14.255,159
51,51,160,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0082.flac,249520,15.595,160
52,52,161,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0066.flac,218880,13.68,161
53,53,162,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0033.flac,193280,12.08,162
54,54,163,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0000.flac,154800,9.675,163
55,55,164,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0045.flac,247440,15.465,164
56,56,165,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0036.flac,226640,14.165,165
57,57,166,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0068.flac,207040,12.94,166
58,58,167,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0008.flac,256560,16.035,167
59,59,168,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0055.flac,262080,16.38,168
60,60,169,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0035.flac,228080,14.255,169
61,61,170,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0087.flac,228560,14.285,170
62,62,171,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0089.flac,241360,15.085,171
63,63,172,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0056.flac,237360,14.835,172
64,64,173,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0085.flac,137120,8.57,173
65,65,174,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0013.flac,204800,12.8,174
66,66,175,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0088.flac,71840,4.49,175
67,67,176,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0079.flac,233680,14.605,176
68,68,177,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0014.flac,241840,15.115,177
69,69,178,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0029.flac,245280,15.33,178
70,70,179,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0062.flac,245200,15.325,179
71,71,180,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0080.flac,71600,4.475,180
72,72,181,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0061.flac,216560,13.535,181
73,73,182,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0077.flac,263280,16.455,182
74,74,183,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0012.flac,202240,12.64,183
75,75,184,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0022.flac,222080,13.88,184
76,76,185,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0046.flac,233440,14.59,185
77,77,186,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0037.flac,238560,14.91,186
78,78,187,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0015.flac,198880,12.43,187
79,79,188,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0010.flac,172640,10.79,188
80,80,189,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0042.flac,235120,14.695,189
81,81,190,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0034.flac,170400,10.65,190
82,82,191,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0048.flac,248560,15.535,191
83,83,192,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0053.flac,174560,10.91,192
84,84,193,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0004.flac,224880,14.055,193
85,85,194,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0057.flac,236640,14.79,194
86,86,195,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0040.flac,203680,12.73,195
87,87,196,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0006.flac,223440,13.965,196
88,88,197,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/495/26-495-0084.flac,211520,13.22,197
89,89,198,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/496/26-496-0009.flac,247840,15.49,198
90,90,199,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/496/26-496-0018.flac,254880,15.93,199
91,91,200,26,M,train-clean-100,25.08,Denny Sayers,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/26/496/26-496-0006.flac,54240,3.39,200
92,0,224,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0046.flac,198720,12.42,224
93,1,225,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0000.flac,202960,12.685,225
94,2,226,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0030.flac,68720,4.295,226
95,3,227,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0056.flac,235120,14.695,227
96,4,228,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0053.flac,248240,15.515,228
97,5,229,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0017.flac,216720,13.545,229
98,6,230,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0044.flac,256640,16.04,230
99,7,231,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0004.flac,254800,15.925,231
100,8,232,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0034.flac,174960,10.935,232
101,9,233,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0052.flac,212640,13.29,233
102,10,234,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0013.flac,132720,8.295,234
103,11,235,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0024.flac,117200,7.325,235
104,12,236,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0006.flac,192400,12.025,236
105,13,237,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0011.flac,267679,16.7299375,237
106,14,238,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0049.flac,182800,11.425,238
107,15,239,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0039.flac,249600,15.6,239
108,16,240,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0016.flac,252800,15.8,240
109,17,241,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0021.flac,151920,9.495,241
110,18,242,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0009.flac,81040,5.065,242
111,19,243,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0041.flac,256240,16.015,243
112,20,244,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0040.flac,242320,15.145,244
113,21,245,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0057.flac,219840,13.74,245
114,22,246,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0022.flac,208720,13.045,246
115,23,247,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0048.flac,233040,14.565,247
116,24,248,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0008.flac,244160,15.26,248
117,25,249,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0032.flac,227040,14.19,249
118,26,250,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0037.flac,234640,14.665,250
119,27,251,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0027.flac,207920,12.995,251
120,28,252,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0047.flac,251520,15.72,252
121,29,253,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0020.flac,169760,10.61,253
122,30,254,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0055.flac,210481,13.1550625,254
123,31,255,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0023.flac,247840,15.49,255
124,32,256,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0051.flac,244960,15.31,256
125,33,257,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0026.flac,237360,14.835,257
126,34,258,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0054.flac,245039,15.3149375,258
127,35,259,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0035.flac,160880,10.055,259
128,36,260,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0042.flac,107200,6.7,260
129,37,261,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0002.flac,223680,13.98,261
130,38,262,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0005.flac,211280,13.205,262
131,39,263,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0018.flac,239840,14.99,263
132,40,264,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0043.flac,259600,16.225,264
133,41,265,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0019.flac,230880,14.43,265
134,42,266,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0029.flac,258080,16.13,266
135,43,267,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0045.flac,215200,13.45,267
136,44,268,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0033.flac,194000,12.125,268
137,45,269,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0014.flac,201440,12.59,269
138,46,270,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0050.flac,218080,13.63,270
139,47,271,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0058.flac,83280,5.205,271
140,48,272,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0036.flac,218080,13.63,272
141,49,273,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0012.flac,223601,13.9750625,273
142,50,274,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0007.flac,227360,14.21,274
143,51,275,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0028.flac,182160,11.385,275
144,52,276,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0031.flac,248000,15.5,276
145,53,277,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0038.flac,207680,12.98,277
146,54,278,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0025.flac,55040,3.44,278
147,55,279,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0015.flac,228880,14.305,279
148,56,280,27,M,train-clean-100,20.14,Sean McKinley,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/27/123349/27-123349-0003.flac,234160,14.635,280
