,level_0,index,speaker_id,sex,subset,speaker_minutes,name,filepath,length,seconds,id
64,53,14155,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0041.flac,203120,12.695,14155
65,54,14156,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0019.flac,248000,15.5,14156
66,55,14157,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0016.flac,224400,14.025,14157
67,56,14158,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0037.flac,154880,9.68,14158
68,57,14159,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0006.flac,203920,12.745,14159
69,58,14160,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0058.flac,114640,7.165,14160
70,59,14161,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0034.flac,220640,13.79,14161
71,60,14162,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0033.flac,184799,11.5499375,14162
72,61,14163,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0035.flac,232640,14.54,14163
73,62,14164,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0056.flac,213440,13.34,14164
74,63,14165,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0021.flac,254960,15.935,14165
75,64,14166,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0048.flac,200320,12.52,14166
76,65,14167,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0027.flac,186560,11.66,14167
77,66,14168,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0000.flac,253520,15.845,14168
78,67,14169,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0052.flac,206240,12.89,14169
79,68,14170,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0040.flac,249280,15.58,14170
80,69,14171,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0013.flac,226800,14.175,14171
81,70,14172,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0049.flac,229520,14.345,14172
82,71,14173,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0050.flac,247520,15.47,14173
83,72,14174,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0018.flac,247200,15.45,14174
84,73,14175,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0039.flac,205360,12.835,14175
85,74,14176,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0022.flac,216320,13.52,14176
86,75,14177,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0002.flac,220560,13.785,14177
87,76,14178,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0020.flac,230080,14.38,14178
88,77,14179,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0017.flac,246560,15.41,14179
89,78,14180,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0044.flac,245040,15.315,14180
90,79,14181,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0010.flac,253760,15.86,14181
91,80,14182,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0015.flac,254320,15.895,14182
92,81,14183,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0046.flac,246400,15.4,14183
93,82,14184,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0004.flac,230560,14.41,14184
94,83,14185,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0057.flac,203440,12.715,14185
95,84,14186,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0001.flac,171200,10.7,14186
96,85,14187,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0025.flac,231920,14.495,14187
97,86,14188,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0014.flac,106880,6.68,14188
98,87,14189,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0009.flac,236000,14.75,14189
99,88,14190,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0011.flac,257120,16.07,14190
100,89,14191,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0053.flac,258480,16.155,14191
101,90,14192,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0055.flac,248880,15.555,14192
102,91,14193,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0042.flac,238480,14.905,14193
103,92,14194,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0008.flac,195200,12.2,14194
104,93,14195,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0054.flac,224800,14.05,14195
105,94,14196,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0026.flac,245200,15.325,14196
106,95,14197,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0029.flac,209280,13.08,14197
107,96,14198,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0043.flac,127360,7.96,14198
108,97,14199,3807,M,train-clean-100,22.31,Jesse Noar,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3807/4923/3807-4923-0028.flac,225120,14.07,14199
109,56,14256,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0033.flac,74880,4.68,14256
110,57,14257,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0007.flac,240720,15.045,14257
111,58,14258,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0005.flac,246560,15.41,14258
112,59,14259,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0035.flac,222880,13.93,14259
113,60,14260,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0040.flac,168079,10.5049375,14260
114,61,14261,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0021.flac,134720,8.42,14261
115,62,14262,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0034.flac,251840,15.74,14262
116,63,14263,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0013.flac,230320,14.395,14263
117,64,14264,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0015.flac,96560,6.035,14264
118,65,14265,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0043.flac,230560,14.41,14265
119,66,14266,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0039.flac,179440,11.215,14266
120,67,14267,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0027.flac,241360,15.085,14267
121,68,14268,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0028.flac,164720,10.295,14268
122,69,14269,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0024.flac,208960,13.06,14269
123,70,14270,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0011.flac,227120,14.195,14270
124,71,14271,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0031.flac,223200,13.95,14271
125,72,14272,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0030.flac,180240,11.265,14272
126,73,14273,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0012.flac,233520,14.595,14273
127,74,14274,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0038.flac,224400,14.025,14274
128,75,14275,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0037.flac,141760,8.86,14275
129,76,14276,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0023.flac,264160,16.51,14276
130,77,14277,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0000.flac,234319,14.6449375,14277
131,78,14278,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0019.flac,267920,16.745,14278
132,79,14279,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0042.flac,238320,14.895,14279
133,80,14280,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12530/3830-12530-0016.flac,234640,14.665,14280
134,81,14281,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12535/3830-12535-0028.flac,256880,16.055,14281
135,82,14282,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12535/3830-12535-0030.flac,255600,15.975,14282
136,83,14283,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12535/3830-12535-0000.flac,223760,13.985,14283
137,84,14284,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12535/3830-12535-0025.flac,237680,14.855,14284
138,85,14285,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12535/3830-12535-0011.flac,237120,14.82,14285
139,86,14286,3830,M,train-clean-100,24.01,rymd80,/fs4/home/mlomnitz/cyphercat/Datasets/LibriSpeech/train-clean-100/3830/12535/3830-12535-0010.flac,200560,12.535,14286
