idx_in_original_df,index,speaker_id,sex,subset,speaker_minutes,name,filepath,length,seconds
4,14413,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0018.flac,198000,12.375
5,14414,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0027.flac,249440,15.59
6,14415,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0025.flac,184960,11.56
7,14416,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0016.flac,189520,11.845
8,14417,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0010.flac,248000,15.5
9,14418,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0009.flac,226320,14.145
10,14419,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0014.flac,237760,14.86
11,14420,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0028.flac,229280,14.33
12,14421,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0021.flac,211760,13.235
13,14422,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0029.flac,175840,10.99
14,14423,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0011.flac,134720,8.42
15,14424,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0008.flac,217360,13.585
16,14425,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0000.flac,223040,13.94
17,14426,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0024.flac,256240,16.015
18,14427,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0006.flac,228880,14.305
19,14428,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0020.flac,149920,9.37
20,14429,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0003.flac,237840,14.865
21,14430,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0004.flac,248240,15.515
22,14431,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0017.flac,205760,12.86
23,14432,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0023.flac,230000,14.375
24,14433,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0019.flac,195040,12.19
25,14434,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0007.flac,250240,15.64
26,14435,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0022.flac,177200,11.075
27,14436,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0002.flac,221040,13.815
28,14437,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0005.flac,237680,14.855
29,14438,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/180923/3857-180923-0013.flac,218720,13.67
30,14439,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0001.flac,229840,14.365
31,14440,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0010.flac,248160,15.51
32,14441,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0017.flac,241760,15.11
33,14442,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0024.flac,245040,15.315
34,14443,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0027.flac,100080,6.255
35,14444,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0004.flac,228480,14.28
36,14445,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0030.flac,219680,13.73
37,14446,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0025.flac,246720,15.42
38,14447,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0028.flac,229920,14.37
39,14448,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0003.flac,224720,14.045
40,14449,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0033.flac,243680,15.23
41,14450,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0018.flac,228080,14.255
42,14451,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0011.flac,241440,15.09
43,14452,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0016.flac,224960,14.06
44,14453,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0014.flac,230320,14.395
45,14454,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0008.flac,253120,15.82
46,14455,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0013.flac,249120,15.57
47,14456,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0032.flac,247920,15.495
48,14457,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0007.flac,217440,13.59
49,14458,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0005.flac,257440,16.09
50,14459,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0012.flac,221840,13.865
51,14460,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0022.flac,244800,15.3
52,14461,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0002.flac,186480,11.655
53,14462,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0019.flac,240720,15.045
54,14463,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182317/3857-182317-0009.flac,253040,15.815
0,14960,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0015.flac,99840,6.24
1,14961,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0031.flac,217840,13.615
2,14962,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0002.flac,230320,14.395
3,14963,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0000.flac,146960,9.185
4,14964,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0014.flac,229360,14.335
5,14965,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0017.flac,69600,4.35
6,14966,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0028.flac,170000,10.625
7,14967,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0012.flac,132480,8.28
8,14968,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0027.flac,76640,4.79
9,14969,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0018.flac,174640,10.915
10,14970,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0025.flac,63760,3.985
11,14971,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0008.flac,246080,15.38
12,14972,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0001.flac,252800,15.8
13,14973,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0013.flac,179120,11.195
14,14974,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0029.flac,108560,6.785
15,14975,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0021.flac,78000,4.875
16,14976,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0011.flac,50320,3.145
17,14977,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0006.flac,142080,8.88
18,14978,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0030.flac,198400,12.4
19,14979,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0026.flac,129760,8.11
20,14980,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0003.flac,100960,6.31
21,14981,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0020.flac,112640,7.04
22,14982,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0010.flac,173200,10.825
23,14983,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0024.flac,236800,14.8
24,14984,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0019.flac,152400,9.525
25,14985,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0004.flac,196720,12.295
26,14986,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0016.flac,227040,14.19
27,14987,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0009.flac,216080,13.505
28,14988,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0023.flac,193920,12.12
29,14989,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186183/4014-186183-0022.flac,51360,3.21
30,14990,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0005.flac,143040,8.94
31,14991,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0034.flac,51760,3.235
32,14992,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0022.flac,57040,3.565
33,14993,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0028.flac,158080,9.88
34,14994,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0024.flac,56320,3.52
35,14995,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0012.flac,213600,13.35
36,14996,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0015.flac,252880,15.805
37,14997,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0041.flac,229680,14.355
38,14998,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0009.flac,154560,9.66
39,14999,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0023.flac,98240,6.14
40,15000,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0013.flac,228720,14.295
41,15001,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0040.flac,247760,15.485
42,15002,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0025.flac,167600,10.475
43,15003,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0027.flac,174160,10.885
44,15004,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0032.flac,62800,3.925
45,15005,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0033.flac,56880,3.555
46,15006,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0014.flac,156240,9.765
47,15007,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0026.flac,181920,11.37
48,15008,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0037.flac,203440,12.715
49,15009,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0008.flac,132720,8.295
50,15010,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0038.flac,241920,15.12
51,15011,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0021.flac,122720,7.67
52,15012,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0017.flac,89280,5.58
53,15013,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0011.flac,56800,3.55
54,15014,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0020.flac,255760,15.985
55,15015,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0006.flac,82560,5.16
56,15016,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0016.flac,90400,5.65
57,15017,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0007.flac,236161,14.7600625
58,15018,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0030.flac,51840,3.24
59,15019,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0000.flac,52080,3.255
60,15020,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0043.flac,255520,15.97
61,15021,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0004.flac,255440,15.965
62,15022,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0029.flac,50400,3.15
63,15023,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0002.flac,100000,6.25
64,15024,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0010.flac,204320,12.77
65,15025,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0042.flac,189760,11.86
66,15026,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0003.flac,55360,3.46
67,15027,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0001.flac,221920,13.87
68,15028,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0036.flac,53760,3.36
69,15029,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186176/4014-186176-0019.flac,66720,4.17
70,15030,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0008.flac,78160,4.885
71,15031,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0028.flac,82160,5.135
72,15032,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0007.flac,53200,3.325
73,15033,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0004.flac,210400,13.15
74,15034,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0016.flac,149440,9.34
0,15110,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0037.flac,244320,15.27
1,15111,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0007.flac,252080,15.755
2,15112,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0005.flac,235040,14.69
3,15113,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0019.flac,208880,13.055
4,15114,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0017.flac,215760,13.485
5,15115,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0000.flac,247760,15.485
6,15116,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0010.flac,230880,14.43
7,15117,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0033.flac,242080,15.13
8,15118,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0006.flac,248400,15.525
9,15119,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0023.flac,66640,4.165
10,15120,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0009.flac,205120,12.82
11,15121,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0022.flac,227120,14.195
12,15122,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0011.flac,226160,14.135
13,15123,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0026.flac,220080,13.755
14,15124,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0021.flac,235920,14.745
15,15125,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0014.flac,213040,13.315
16,15126,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0018.flac,254560,15.91
17,15127,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/103416/4018-103416-0038.flac,247760,15.485
