idx_in_original_df,index,speaker_id,sex,subset,speaker_minutes,name,filepath,length,seconds
67,14476,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0027.flac,222800,13.925
68,14477,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0039.flac,220400,13.775
69,14478,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0035.flac,231360,14.46
70,14479,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0014.flac,240800,15.05
71,14480,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0021.flac,253360,15.835
72,14481,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0045.flac,143760,8.985
73,14482,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0041.flac,234640,14.665
74,14483,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0003.flac,222400,13.9
75,14484,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0009.flac,252640,15.79
76,14485,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0029.flac,223440,13.965
77,14486,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0043.flac,236720,14.795
78,14487,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0030.flac,231280,14.455
79,14488,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0024.flac,251600,15.725
80,14489,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0000.flac,186479,11.6549375
81,14490,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0018.flac,246000,15.375
82,14491,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0028.flac,202800,12.675
83,14492,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0008.flac,213520,13.345
84,14493,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0040.flac,212960,13.31
85,14494,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0031.flac,250240,15.64
86,14495,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0005.flac,212320,13.27
87,14496,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0012.flac,214400,13.4
88,14497,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0042.flac,180160,11.26
89,14498,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0020.flac,214320,13.395
90,14499,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0017.flac,240080,15.005
91,14500,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0022.flac,68800,4.3
92,14501,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0011.flac,214080,13.38
93,14502,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0007.flac,228560,14.285
94,14503,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0044.flac,209600,13.1
95,14504,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0016.flac,232480,14.53
96,14505,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0026.flac,205680,12.855
97,14506,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0019.flac,257040,16.065
98,14507,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0032.flac,241200,15.075
99,14508,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0001.flac,245361,15.3350625
100,14509,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0004.flac,192960,12.06
101,14510,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0010.flac,211040,13.19
102,14511,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0033.flac,212400,13.275
103,14512,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0034.flac,243200,15.2
104,14513,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0036.flac,202800,12.675
105,14514,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0037.flac,227760,14.235
106,14515,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0038.flac,216080,13.505
107,14516,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0015.flac,225840,14.115
108,14517,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0013.flac,219040,13.69
109,14518,3857,M,train-clean-100,25.17,Epistomolus,LibriSpeech/train-clean-100/3857/182315/3857-182315-0002.flac,210720,13.17
75,15035,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0006.flac,256240,16.015
76,15036,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0014.flac,254640,15.915
77,15037,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0027.flac,266480,16.655
78,15038,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0035.flac,103920,6.495
79,15039,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0037.flac,217600,13.6
80,15040,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0021.flac,62400,3.9
81,15041,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0015.flac,155520,9.72
82,15042,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0003.flac,169920,10.62
83,15043,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0029.flac,55600,3.475
84,15044,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0033.flac,257280,16.08
85,15045,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0002.flac,241679,15.1049375
86,15046,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0023.flac,134400,8.4
87,15047,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0025.flac,237040,14.815
88,15048,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0026.flac,68720,4.295
89,15049,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0038.flac,239680,14.98
90,15050,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0010.flac,252960,15.81
91,15051,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0012.flac,266480,16.655
92,15052,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0009.flac,168160,10.51
93,15053,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0036.flac,67440,4.215
94,15054,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0020.flac,101600,6.35
95,15055,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0011.flac,82720,5.17
96,15056,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0039.flac,169040,10.565
97,15057,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0001.flac,173680,10.855
98,15058,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0019.flac,228640,14.29
99,15059,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0005.flac,66240,4.14
100,15060,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0034.flac,251120,15.695
101,15061,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0032.flac,80880,5.055
102,15062,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0000.flac,142960,8.935
103,15063,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0040.flac,241600,15.1
104,15064,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0013.flac,211760,13.235
105,15065,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186175/4014-186175-0018.flac,91440,5.715
106,15066,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0035.flac,244000,15.25
107,15067,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0026.flac,120560,7.535
108,15068,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0039.flac,240640,15.04
109,15069,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0017.flac,51280,3.205
110,15070,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0037.flac,130080,8.13
111,15071,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0013.flac,130800,8.175
112,15072,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0011.flac,258720,16.17
113,15073,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0019.flac,236320,14.77
114,15074,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0045.flac,272000,17.0
115,15075,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0000.flac,171120,10.695
116,15076,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0040.flac,52480,3.28
117,15077,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0012.flac,67120,4.195
118,15078,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0020.flac,159520,9.97
119,15079,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0031.flac,210480,13.155
120,15080,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0046.flac,59600,3.725
121,15081,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0041.flac,196560,12.285
122,15082,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0023.flac,197360,12.335
123,15083,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0028.flac,161520,10.095
124,15084,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0014.flac,246160,15.385
125,15085,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0038.flac,200800,12.55
126,15086,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0006.flac,183920,11.495
127,15087,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0018.flac,174160,10.885
128,15088,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0007.flac,238560,14.91
129,15089,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0044.flac,63360,3.96
130,15090,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0030.flac,226880,14.18
131,15091,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0024.flac,116000,7.25
132,15092,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0032.flac,222880,13.93
133,15093,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0004.flac,60880,3.805
134,15094,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0003.flac,133760,8.36
135,15095,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0025.flac,153920,9.62
136,15096,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0001.flac,244560,15.285
137,15097,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0034.flac,224880,14.055
138,15098,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0033.flac,93040,5.815
139,15099,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0021.flac,155920,9.745
140,15100,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0016.flac,173840,10.865
141,15101,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0010.flac,197440,12.34
142,15102,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0043.flac,125600,7.85
143,15103,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0022.flac,183600,11.475
144,15104,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0042.flac,216560,13.535
145,15105,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0029.flac,145680,9.105
146,15106,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0027.flac,53600,3.35
147,15107,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0008.flac,98240,6.14
148,15108,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0002.flac,217920,13.62
149,15109,4014,M,train-clean-100,25.2,Tom Clifton,LibriSpeech/train-clean-100/4014/186179/4014-186179-0015.flac,179520,11.22
54,15164,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0032.flac,205440,12.84
55,15165,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0015.flac,250240,15.64
56,15166,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0019.flac,229600,14.35
57,15167,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0013.flac,242560,15.16
58,15168,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0027.flac,215200,13.45
59,15169,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0031.flac,252960,15.81
60,15170,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0029.flac,241440,15.09
61,15171,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0007.flac,218480,13.655
62,15172,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0016.flac,236640,14.79
63,15173,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0030.flac,220960,13.81
64,15174,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0012.flac,243600,15.225
65,15175,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0004.flac,201840,12.615
66,15176,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0003.flac,197040,12.315
67,15177,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0014.flac,244560,15.285
68,15178,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0026.flac,257040,16.065
69,15179,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0018.flac,240960,15.06
70,15180,4018,M,train-clean-100,25.17,Nicholas Clifford,LibriSpeech/train-clean-100/4018/107338/4018-107338-0024.flac,211280,13.205
