idx_in_original_df,index,speaker_id,sex,subset,speaker_minutes,name,filepath,length,seconds
19,128,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0054.flac,225120,14.07
20,129,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0075.flac,250480,15.655
21,130,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0032.flac,217360,13.585
22,131,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0059.flac,226400,14.15
23,132,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0011.flac,259760,16.235
24,133,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0067.flac,232400,14.525
25,134,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0021.flac,238880,14.93
26,135,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0017.flac,67200,4.2
27,136,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0027.flac,179040,11.19
28,137,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0039.flac,217200,13.575
29,138,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0041.flac,205760,12.86
30,139,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0028.flac,201440,12.59
31,140,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0063.flac,238640,14.915
32,141,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0086.flac,115360,7.21
33,142,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0025.flac,208560,13.035
34,143,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0018.flac,63280,3.955
35,144,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0076.flac,250160,15.635
36,145,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0083.flac,250560,15.66
37,146,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0058.flac,232000,14.5
38,147,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0081.flac,234960,14.685
39,148,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0049.flac,153040,9.565
40,149,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0002.flac,232880,14.555
41,150,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0064.flac,232320,14.52
42,151,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0003.flac,144560,9.035
43,152,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0069.flac,200160,12.51
44,153,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0047.flac,85680,5.355
45,154,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0078.flac,235040,14.69
46,155,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0024.flac,161280,10.08
47,156,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0051.flac,245600,15.35
48,157,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0044.flac,248800,15.55
49,158,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0043.flac,214880,13.43
50,159,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0016.flac,228080,14.255
51,160,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0082.flac,249520,15.595
52,161,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0066.flac,218880,13.68
53,162,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0033.flac,193280,12.08
54,163,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0000.flac,154800,9.675
55,164,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0045.flac,247440,15.465
56,165,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0036.flac,226640,14.165
57,166,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0068.flac,207040,12.94
58,167,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0008.flac,256560,16.035
59,168,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0055.flac,262080,16.38
60,169,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0035.flac,228080,14.255
61,170,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0087.flac,228560,14.285
62,171,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0089.flac,241360,15.085
63,172,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0056.flac,237360,14.835
64,173,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0085.flac,137120,8.57
65,174,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0013.flac,204800,12.8
66,175,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0088.flac,71840,4.49
67,176,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0079.flac,233680,14.605
68,177,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0014.flac,241840,15.115
69,178,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0029.flac,245280,15.33
70,179,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0062.flac,245200,15.325
71,180,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0080.flac,71600,4.475
72,181,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0061.flac,216560,13.535
73,182,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0077.flac,263280,16.455
74,183,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0012.flac,202240,12.64
75,184,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0022.flac,222080,13.88
76,185,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0046.flac,233440,14.59
77,186,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0037.flac,238560,14.91
78,187,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0015.flac,198880,12.43
79,188,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0010.flac,172640,10.79
80,189,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0042.flac,235120,14.695
81,190,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0034.flac,170400,10.65
82,191,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0048.flac,248560,15.535
83,192,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0053.flac,174560,10.91
84,193,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0004.flac,224880,14.055
85,194,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0057.flac,236640,14.79
86,195,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0040.flac,203680,12.73
87,196,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0006.flac,223440,13.965
88,197,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/495/26-495-0084.flac,211520,13.22
89,198,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/496/26-496-0009.flac,247840,15.49
90,199,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/496/26-496-0018.flac,254880,15.93
91,200,26,M,train-clean-100,25.08,Denny Sayers,LibriSpeech/train-clean-100/26/496/26-496-0006.flac,54240,3.39
0,224,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0046.flac,198720,12.42
1,225,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0000.flac,202960,12.685
2,226,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0030.flac,68720,4.295
3,227,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0056.flac,235120,14.695
4,228,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0053.flac,248240,15.515
5,229,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0017.flac,216720,13.545
6,230,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0044.flac,256640,16.04
7,231,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0004.flac,254800,15.925
8,232,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0034.flac,174960,10.935
9,233,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0052.flac,212640,13.29
10,234,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0013.flac,132720,8.295
11,235,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0024.flac,117200,7.325
12,236,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0006.flac,192400,12.025
13,237,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0011.flac,267679,16.7299375
14,238,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0049.flac,182800,11.425
15,239,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0039.flac,249600,15.6
16,240,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0016.flac,252800,15.8
17,241,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0021.flac,151920,9.495
18,242,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0009.flac,81040,5.065
19,243,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0041.flac,256240,16.015
20,244,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0040.flac,242320,15.145
21,245,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0057.flac,219840,13.74
22,246,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0022.flac,208720,13.045
23,247,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0048.flac,233040,14.565
24,248,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0008.flac,244160,15.26
25,249,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0032.flac,227040,14.19
26,250,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0037.flac,234640,14.665
27,251,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0027.flac,207920,12.995
28,252,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0047.flac,251520,15.72
29,253,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0020.flac,169760,10.61
30,254,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0055.flac,210481,13.1550625
31,255,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0023.flac,247840,15.49
32,256,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0051.flac,244960,15.31
33,257,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0026.flac,237360,14.835
34,258,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0054.flac,245039,15.3149375
35,259,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0035.flac,160880,10.055
36,260,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0042.flac,107200,6.7
37,261,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0002.flac,223680,13.98
38,262,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0005.flac,211280,13.205
39,263,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0018.flac,239840,14.99
40,264,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0043.flac,259600,16.225
41,265,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0019.flac,230880,14.43
42,266,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0029.flac,258080,16.13
43,267,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0045.flac,215200,13.45
44,268,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0033.flac,194000,12.125
45,269,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0014.flac,201440,12.59
46,270,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0050.flac,218080,13.63
47,271,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0058.flac,83280,5.205
48,272,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0036.flac,218080,13.63
49,273,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0012.flac,223601,13.9750625
50,274,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0007.flac,227360,14.21
51,275,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0028.flac,182160,11.385
52,276,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0031.flac,248000,15.5
53,277,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0038.flac,207680,12.98
54,278,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0025.flac,55040,3.44
55,279,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0015.flac,228880,14.305
56,280,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/123349/27-123349-0003.flac,234160,14.635
57,281,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0028.flac,64880,4.055
58,282,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0076.flac,103280,6.455
59,283,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0069.flac,221520,13.845
60,284,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0023.flac,91680,5.73
61,285,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0060.flac,103200,6.45
62,286,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0058.flac,70320,4.395
63,287,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0044.flac,69280,4.33
64,288,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0014.flac,79440,4.965
65,289,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0006.flac,50320,3.145
66,290,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0015.flac,69680,4.355
67,291,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0061.flac,144240,9.015
68,292,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0075.flac,207440,12.965
69,293,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0021.flac,138080,8.63
70,294,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0077.flac,143680,8.98
71,295,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0065.flac,56320,3.52
72,296,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0048.flac,171200,10.7
73,297,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0022.flac,51040,3.19
74,298,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0000.flac,270480,16.905
75,299,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0038.flac,127040,7.94
76,300,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0042.flac,145600,9.1
77,301,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0033.flac,138160,8.635
78,302,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0007.flac,238000,14.875
79,303,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0072.flac,71440,4.465
80,304,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0057.flac,56320,3.52
81,305,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0020.flac,57120,3.57
82,306,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0029.flac,50640,3.165
83,307,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0040.flac,158080,9.88
84,308,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0024.flac,91680,5.73
85,309,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0032.flac,74560,4.66
86,310,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0066.flac,91601,5.7250625
87,311,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0031.flac,59760,3.735
88,312,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0039.flac,60560,3.785
89,313,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0003.flac,49520,3.095
90,314,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0078.flac,73920,4.62
91,315,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0025.flac,52800,3.3
92,316,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0052.flac,100480,6.28
93,317,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0008.flac,110960,6.935
94,318,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0037.flac,58240,3.64
95,319,27,M,train-clean-100,20.14,Sean McKinley,LibriSpeech/train-clean-100/27/124992/27-124992-0002.flac,95840,5.99
0,693,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0049.flac,77760,4.86
1,694,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0008.flac,198000,12.375
2,695,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0061.flac,138160,8.635
3,696,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0028.flac,207840,12.99
4,697,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0062.flac,235520,14.72
5,698,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0050.flac,203120,12.695
6,699,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0078.flac,233520,14.595
7,700,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0070.flac,254160,15.885
8,701,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0066.flac,184641,11.5400625
9,702,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0001.flac,138800,8.675
10,703,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0083.flac,229040,14.315
11,704,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0032.flac,210880,13.18
12,705,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0053.flac,252640,15.79
13,706,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0040.flac,228640,14.29
14,707,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0037.flac,246400,15.4
15,708,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0068.flac,250800,15.675
16,709,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0052.flac,171440,10.715
17,710,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0051.flac,136800,8.55
18,711,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0018.flac,158640,9.915
19,712,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0060.flac,234080,14.63
20,713,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0012.flac,206880,12.93
21,714,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0054.flac,185040,11.565
22,715,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0055.flac,239360,14.96
23,716,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0027.flac,178160,11.135
24,717,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0076.flac,222640,13.915
25,718,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0095.flac,242960,15.185
26,719,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0096.flac,123680,7.73
27,720,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0047.flac,144560,9.035
28,721,60,M,train-clean-100,20.18,CBW Simon,LibriSpeech/train-clean-100/60/121082/60-121082-0073.flac,131120,8.195
