index,speaker_id,sex,subset,speaker_minutes,name,filepath,length,seconds
21924,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0037.flac,249280,15.58
21925,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0006.flac,228160,14.26
21926,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0053.flac,231280,14.455
21927,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0045.flac,200160,12.51
21928,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0043.flac,212880,13.305
21929,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0051.flac,217760,13.61
21930,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0023.flac,201520,12.595
21931,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0029.flac,259360,16.21
21932,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0039.flac,203680,12.73
21933,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0040.flac,213280,13.33
21934,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0033.flac,247040,15.44
21935,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0018.flac,231600,14.475
21936,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0014.flac,219680,13.73
21937,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0010.flac,206720,12.92
21938,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0026.flac,229840,14.365
21939,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0003.flac,251680,15.73
21940,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0027.flac,235360,14.71
21941,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0046.flac,218880,13.68
21942,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0017.flac,215920,13.495
21943,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0048.flac,242320,15.145
21944,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0032.flac,215840,13.49
21945,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0016.flac,192400,12.025
21946,6529,M,train-clean-100,25.04,Fred DeBerardinis,LibriSpeech/train-clean-100/6529/62554/6529-62554-0015.flac,235760,14.735
22069,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0014.flac,252320,15.77
22070,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0028.flac,255520,15.97
22071,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0026.flac,63760,3.985
22072,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0015.flac,246080,15.38
22073,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0018.flac,249840,15.615
22074,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0040.flac,246480,15.405
22075,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0006.flac,227200,14.2
22076,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0004.flac,218320,13.645
22077,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0032.flac,52560,3.285
22078,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0037.flac,231840,14.49
22079,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0044.flac,65760,4.11
22080,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0030.flac,231360,14.46
22081,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0001.flac,244080,15.255
22082,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0008.flac,250000,15.625
22083,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0027.flac,218640,13.665
22084,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0023.flac,233120,14.57
22085,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0038.flac,223600,13.975
22086,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0003.flac,230400,14.4
22087,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0036.flac,236640,14.79
22088,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0011.flac,231120,14.445
22089,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0029.flac,231520,14.47
22090,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0022.flac,234640,14.665
22091,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0043.flac,252400,15.775
22092,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0016.flac,245040,15.315
22093,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0000.flac,229040,14.315
22094,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0009.flac,233680,14.605
22095,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0007.flac,256000,16.0
22096,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0033.flac,254480,15.905
22097,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0034.flac,240320,15.02
22098,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0012.flac,226800,14.175
22099,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0005.flac,250720,15.67
22100,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0019.flac,245280,15.33
22101,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0002.flac,229440,14.34
22102,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0025.flac,249280,15.58
22103,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0013.flac,262560,16.41
22104,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0021.flac,249280,15.58
22105,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0041.flac,257360,16.085
22106,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0031.flac,246080,15.38
22107,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0020.flac,254880,15.93
22108,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0017.flac,241920,15.12
22109,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0010.flac,185040,11.565
22110,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0024.flac,119760,7.485
22111,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0035.flac,247680,15.48
22112,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0039.flac,208800,13.05
22113,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/285357/6563-285357-0042.flac,163360,10.21
22114,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0038.flac,245360,15.335
22115,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0005.flac,237200,14.825
22116,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0042.flac,236640,14.79
22117,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0002.flac,238080,14.88
22118,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0037.flac,260720,16.295
22119,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0035.flac,218240,13.64
22120,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0023.flac,237680,14.855
22121,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0032.flac,245360,15.335
22122,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0039.flac,230400,14.4
22123,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0009.flac,244640,15.29
22124,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0004.flac,200080,12.505
22125,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0045.flac,238720,14.92
22126,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0021.flac,246560,15.41
22127,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0011.flac,255760,15.985
22128,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0046.flac,123520,7.72
22129,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0014.flac,248640,15.54
22130,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0028.flac,248000,15.5
22131,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0020.flac,234240,14.64
22132,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0019.flac,241600,15.1
22133,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0030.flac,230240,14.39
22134,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0015.flac,207520,12.97
22135,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0003.flac,243360,15.21
22136,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0008.flac,218720,13.67
22137,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0031.flac,250480,15.655
22138,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0010.flac,207840,12.99
22139,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0036.flac,220480,13.78
22140,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0040.flac,242480,15.155
22141,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0013.flac,219120,13.695
22142,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0006.flac,197280,12.33
22143,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0029.flac,246160,15.385
22144,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0041.flac,227680,14.23
22145,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0027.flac,257440,16.09
22146,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0044.flac,225440,14.09
22147,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0033.flac,227520,14.22
22148,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0012.flac,243680,15.23
22149,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0034.flac,248000,15.5
22150,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0026.flac,250640,15.665
22151,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0016.flac,255040,15.94
22152,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0017.flac,99120,6.195
22153,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0024.flac,216880,13.555
22154,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0001.flac,244400,15.275
22155,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0007.flac,233200,14.575
22156,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0025.flac,237280,14.83
22157,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0000.flac,217040,13.565
22158,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0022.flac,135680,8.48
22159,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0018.flac,230800,14.425
22160,6563,M,train-clean-100,21.58,William Tomcho,LibriSpeech/train-clean-100/6563/63821/6563-63821-0043.flac,228880,14.305
22268,6836,M,train-clean-100,25.01,John,LibriSpeech/train-clean-100/6836/76549/6836-76549-0029.flac,222960,13.935
22269,6836,M,train-clean-100,25.01,John,LibriSpeech/train-clean-100/6836/76549/6836-76549-0012.flac,253120,15.82
22270,6836,M,train-clean-100,25.01,John,LibriSpeech/train-clean-100/6836/76549/6836-76549-0005.flac,224000,14.0
22271,6836,M,train-clean-100,25.01,John,LibriSpeech/train-clean-100/6836/76549/6836-76549-0032.flac,187520,11.72
22272,6836,M,train-clean-100,25.01,John,LibriSpeech/train-clean-100/6836/76549/6836-76549-0019.flac,127920,7.995
22273,6836,M,train-clean-100,25.01,John,LibriSpeech/train-clean-100/6836/76549/6836-76549-0024.flac,213360,13.335
