speaker_id,sex,subset,speaker_minutes,name,filepath,length,seconds
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0048.flac,48320,3.02
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0003.flac,69040,4.315
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0014.flac,119760,7.485
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0007.flac,56800,3.55
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0060.flac,59760,3.735
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0016.flac,59520,3.72
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0041.flac,109200,6.825
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0054.flac,125760,7.86
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0040.flac,63200,3.95
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0026.flac,78720,4.92
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0047.flac,76400,4.775
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0000.flac,78480,4.905
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0009.flac,72160,4.51
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0020.flac,81680,5.105
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0039.flac,60880,3.805
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0034.flac,67680,4.23
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70968/61-70968-0017.flac,81760,5.11
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0014.flac,54480,3.405
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0000.flac,97200,6.075
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0029.flac,64480,4.03
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0007.flac,71760,4.485
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0011.flac,97200,6.075
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0009.flac,54480,3.405
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0030.flac,51840,3.24
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0022.flac,63520,3.97
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0002.flac,66640,4.165
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0040.flac,66640,4.165
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0001.flac,98480,6.155
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0038.flac,166400,10.4
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0033.flac,54720,3.42
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0020.flac,80400,5.025
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0004.flac,168240,10.515
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0015.flac,134640,8.415
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0028.flac,104800,6.55
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0003.flac,61360,3.835
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0039.flac,106640,6.665
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0032.flac,50160,3.135
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0016.flac,69920,4.37
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0034.flac,71760,4.485
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0035.flac,118480,7.405
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0027.flac,81280,5.08
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0018.flac,73600,4.6
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0025.flac,118960,7.435
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0024.flac,115760,7.235
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0012.flac,50160,3.135
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0019.flac,60480,3.78
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0021.flac,86480,5.405
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0013.flac,69600,4.35
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0010.flac,48720,3.045
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0031.flac,82160,5.135
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0036.flac,108560,6.785
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0026.flac,87600,5.475
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0037.flac,95680,5.98
61,M,test-clean,8.08,Paul-Gabriel Wiener,LibriSpeech/test-clean/61/70970/61-70970-0023.flac,59280,3.705
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0036.flac,66400,4.15
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0027.flac,221920,13.87
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0029.flac,116960,7.31
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0013.flac,94320,5.895
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0032.flac,50720,3.17
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0034.flac,118560,7.41
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0011.flac,92480,5.78
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0035.flac,226400,14.15
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0012.flac,77280,4.83
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0006.flac,75600,4.725
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0001.flac,80400,5.025
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0025.flac,257040,16.065
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0020.flac,229680,14.355
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0026.flac,120480,7.53
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0022.flac,81200,5.075
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0023.flac,174560,10.91
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0007.flac,92640,5.79
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0019.flac,56400,3.525
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0031.flac,172240,10.765
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0002.flac,119920,7.495
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0000.flac,158000,9.875
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0028.flac,108000,6.75
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0024.flac,231200,14.45
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0003.flac,123600,7.725
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/127105/121-127105-0005.flac,93120,5.82
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/123852/121-123852-0002.flac,276560,17.285
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/123852/121-123852-0003.flac,376080,23.505
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/123852/121-123852-0004.flac,260640,16.29
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/123852/121-123852-0000.flac,283120,17.695
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/123859/121-123859-0004.flac,152080,9.505
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/123859/121-123859-0000.flac,278240,17.39
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/123859/121-123859-0001.flac,406320,25.395
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/123859/121-123859-0002.flac,480640,30.04
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/123859/121-123859-0003.flac,173200,10.825
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0001.flac,94800,5.925
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0014.flac,50640,3.165
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0003.flac,108080,6.755
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0008.flac,79840,4.99
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0006.flac,62320,3.895
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0009.flac,116160,7.26
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0002.flac,70560,4.41
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0005.flac,49600,3.1
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0004.flac,64320,4.02
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0000.flac,135360,8.46
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0012.flac,64720,4.045
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0007.flac,107680,6.73
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0010.flac,156960,9.81
121,F,test-clean,8.01,Nikolle Doolin,LibriSpeech/test-clean/121/121726/121-121726-0011.flac,64560,4.035
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0012.flac,174960,10.935
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0018.flac,205520,12.845
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0003.flac,50720,3.17
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0033.flac,101600,6.35
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0006.flac,67600,4.225
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0011.flac,53600,3.35
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0031.flac,169760,10.61
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0036.flac,105600,6.6
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0028.flac,72399,4.5249375
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0037.flac,113680,7.105
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0034.flac,49200,3.075
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0014.flac,68000,4.25
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0041.flac,142720,8.92
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0024.flac,70560,4.41
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0013.flac,168960,10.56
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0040.flac,64480,4.03
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0000.flac,98080,6.13
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0026.flac,48800,3.05
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0002.flac,81120,5.07
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0010.flac,63920,3.995
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0027.flac,52320,3.27
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0023.flac,48960,3.06
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0032.flac,80400,5.025
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0008.flac,60160,3.76
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0016.flac,50560,3.16
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0039.flac,74080,4.63
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0015.flac,173040,10.815
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0021.flac,81920,5.12
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134500/237-134500-0022.flac,82640,5.165
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0013.flac,109040,6.815
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0006.flac,98400,6.15
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0025.flac,60080,3.755
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0010.flac,99840,6.24
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0015.flac,149440,9.34
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0018.flac,65520,4.095
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0002.flac,142720,8.92
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0005.flac,104160,6.51
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0008.flac,61840,3.865
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0000.flac,212640,13.29
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0022.flac,80640,5.04
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0011.flac,107360,6.71
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0012.flac,71200,4.45
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0007.flac,138880,8.68
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0001.flac,191440,11.965
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0014.flac,108640,6.79
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0003.flac,104960,6.56
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0016.flac,68000,4.25
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0017.flac,99360,6.21
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0024.flac,154640,9.665
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0021.flac,69840,4.365
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0009.flac,63520,3.97
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0019.flac,113920,7.12
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0023.flac,106800,6.675
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/126133/237-126133-0004.flac,52720,3.295
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0001.flac,118080,7.38
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0011.flac,80560,5.035
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0012.flac,58560,3.66
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0000.flac,65680,4.105
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0018.flac,76640,4.79
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0017.flac,145680,9.105
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0006.flac,70320,4.395
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0002.flac,182320,11.395
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0003.flac,204240,12.765
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0014.flac,59200,3.7
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0004.flac,109200,6.825
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0005.flac,175120,10.945
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0013.flac,65440,4.09
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0015.flac,104800,6.55
237,F,test-clean,8.02,rachelellen,LibriSpeech/test-clean/237/134493/237-134493-0016.flac,161360,10.085
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0010.flac,133040,8.315
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0007.flac,54160,3.385
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0005.flac,49680,3.105
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0014.flac,61040,3.815
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0020.flac,79920,4.995
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0019.flac,106080,6.63
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0017.flac,49120,3.07
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0012.flac,83920,5.245
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0016.flac,78320,4.895
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0004.flac,192320,12.02
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0015.flac,99200,6.2
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0009.flac,49840,3.115
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0018.flac,58240,3.64
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0013.flac,55600,3.475
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0003.flac,57360,3.585
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0002.flac,235440,14.715
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0008.flac,59920,3.745
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123440/260-123440-0011.flac,77920,4.87
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0005.flac,200800,12.55
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0000.flac,48640,3.04
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0010.flac,159920,9.995
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0012.flac,56720,3.545
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0026.flac,256640,16.04
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0008.flac,88240,5.515
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0001.flac,81280,5.08
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0016.flac,77840,4.865
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0002.flac,116000,7.25
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0013.flac,182161,11.3850625
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0027.flac,100880,6.305
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0025.flac,215120,13.445
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0004.flac,68960,4.31
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0017.flac,83600,5.225
260,M,test-clean,8.05,Brad Bush,LibriSpeech/test-clean/260/123288/260-123288-0015.flac,338960,21.185
